,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
307,Road Cycling,2020-04-11 11:57:00,4. 💯 Solvayovy lomy + VKP (2/20) - vrchol 3. Solvayovy lomy,117.13,2895.0,0 days 04:29:55,148,173,5.0,26.0,58.0,1437,1434,75,107,0,0.0,0,0,0,17870,14.0,0 days 04:29:16,0 days 04:51:18,194,443,Roubaix
308,Road Cycling,2020-04-09 16:12:00,Jílové VKP 2020 (1/20) - vrchol 19. Boží skála,57.2,1438.0,0 days 02:12:13,146,174,4.1,26.0,56.3,638,646,74,111,0,0.0,0,0,0,8760,15.0,0 days 02:11:55,0 days 02:20:49,196,445,Roubaix
309,Road Cycling,2020-04-07 15:38:00,Praha Silniční cyklistika,63.5,1432.0,0 days 02:21:33,143,180,4.0,26.9,65.2,534,535,71,152,0,0.0,0,0,0,8918,17.0,0 days 02:21:13,0 days 02:32:25,194,407,Roubaix
310,Road Cycling,2020-04-05 14:49:00,Relaxační s Karin,41.92,763.0,0 days 02:17:54,103,138,0.9,18.2,31.7,171,165,0,0,0,0.0,0,0,0,0,14.0,0 days 02:11:22,0 days 02:41:58,185,214,Roubaix
311,Road Cycling,2020-04-04 13:22:00,3. 💯 - Všetaty-Mělník-Velvary,115.79,2674.0,0 days 04:29:30,146,176,4.8,25.8,59.4,847,862,75,126,0,0.0,0,0,0,18013,9.0,0 days 04:17:07,0 days 04:43:48,159,317,Roubaix
312,Mountain Biking,2020-04-02 16:22:00,Praha Horská cyklistika,41.95,915.0,0 days 01:44:15,132,156,3.0,24.1,37.3,154,156,0,0,0,0.0,0,0,0,0,9.0,0 days 01:43:59,0 days 01:46:03,191,214,Rockhopper
313,Mountain Biking,2020-04-01 15:33:00,Praha Horská cyklistika,41.84,997.0,0 days 01:46:11,135,167,3.1,23.6,43.8,184,180,0,0,0,0.0,0,0,0,0,6.0,0 days 01:45:49,0 days 01:50:20,181,242,Rockhopper
314,Road Cycling,2020-03-28 11:05:00,2. 💯 Suchomasty 🚴‍♂️ 100k through Český kras,107.05,2588.0,0 days 04:04:24,150,179,5.0,26.3,59.7,121,1207,72,111,0,0.0,0,0,0,16241,14.0,0 days 04:04:02,0 days 04:24:53,192,467,Roubaix
315,Indoor Cycling,2020-03-26 17:02:00,5 Min. Strength Intervals,30.01,691.0,0 days 01:04:05,145,176,3.6,28.1,37.1,0,0,67,89,212,76.8,236,182,336,4327,21.0,0 days 01:04:04,0 days 01:04:05,0,0,Tacx
316,Indoor Cycling,2020-03-24 15:26:00,20 Min. Climbing Intervals,50.07,1133.0,0 days 01:40:47,150,181,4.9,29.8,55.1,0,0,71,126,210,184.1,263,188,291,7232,20.0,0 days 01:40:46,0 days 01:40:47,0,0,Tacx
317,Indoor Cycling,2020-03-22 14:39:00,Zone 2 Aerobic,22.23,397.0,0 days 00:58:36,113,121,1.9,22.8,26.5,0,0,55,63,115,24.9,120,114,133,3205,19.0,0 days 00:58:06,0 days 00:58:36,0,0,Tacx
318,Indoor Cycling,2020-03-21 16:52:00,Zone 2 Aerobic,50.06,1003.0,0 days 01:40:23,142,176,3.6,29.9,37.8,0,0,72,93,185,110.0,190,167,265,7225,20.0,0 days 01:40:15,0 days 01:40:23,0,0,Tacx
319,Indoor Cycling,2020-03-19 12:55:00,Max. Effort Intervals,40.05,838.0,0 days 01:24:39,142,180,3.7,28.4,46.8,0,0,69,114,199,107.5,219,167,355,5801,16.0,0 days 01:23:27,0 days 01:26:42,0,0,Tacx
320,Indoor Cycling,2020-03-17 16:14:00,Corontena 1,50.06,1119.0,0 days 01:36:59,150,169,4.3,31.0,36.1,0,0,74,87,201,125.7,222,193,280,7226,13.0,0 days 01:36:56,0 days 01:36:59,0,0,Tacx
321,Road Cycling,2020-03-15 10:54:00,1. 💯🚴‍♂️  Nymburk,109.69,288.0,0 days 04:06:36,152,173,5.0,26.7,51.2,681,667,73,113,0,0.0,0,0,0,16738,6.0,0 days 04:05:16,0 days 04:33:50,183,331,Roubaix
322,Road Cycling,2020-03-12 14:59:00,"Bude foukat, říkali. A taky pršet, říkali. A fakt, že JO 🌦🚴‍♂️",50.01,1316.0,0 days 02:02:28,145,179,4.0,24.5,46.1,460,494,72,107,0,0.0,0,0,0,7733,7.0,0 days 02:01:30,0 days 02:11:32,176,384,Roubaix
323,Road Cycling,2020-03-10 14:27:00,"1. jarní"" silniční do Jílového 🌬🚴‍♂️""",55.38,1525.0,0 days 02:10:16,151,181,4.9,25.5,52.2,666,659,75,116,0,0.0,0,0,0,8754,2.0,0 days 02:09:42,0 days 02:14:39,187,447,Roubaix
324,Indoor Cycling,2020-03-08 18:42:00,FTP test - 227,20.02,431.0,0 days 00:44:05,135,177,3.2,27.2,33.6,0,0,76,95,192,53.0,212,164,283,3382,20.0,0 days 00:44:03,0 days 00:44:05,0,0,Tacx
325,Indoor Cycling,2020-03-05 17:35:00,Your Choice: Zone 3 or 5 Intervals,25.01,590.0,0 days 00:55:19,145,182,3.7,27.1,35.4,0,0,76,100,218,86.1,230,178,348,4256,18.0,0 days 00:55:17,0 days 00:55:19,0,0,Tacx
326,Indoor Cycling,2020-03-03 17:41:00,Zone 2 Aerobic,30.03,533.0,0 days 01:02:34,124,139,2.3,28.8,34.6,0,0,80,97,144,42.2,151,142,172,5046,18.0,0 days 01:02:31,0 days 01:02:34,0,0,Tacx
327,Mountain Biking,2020-03-01 14:02:00,Praha Horská cyklistika,47.87,1204.0,0 days 02:14:25,137,176,3.8,21.4,48.2,476,488,0,0,0,0.0,0,0,0,0,8.0,0 days 02:14:01,0 days 02:20:05,210,376,Rockhopper
328,Indoor Cycling,2020-02-27 17:55:00,5 Min. Strength Intervals,24.41,628.0,0 days 01:00:48,139,173,3.4,24.1,33.6,0,0,68,94,212,100.2,230,175,318,4141,17.0,0 days 01:00:40,0 days 01:00:48,0,0,Tacx
329,Indoor Cycling,2020-02-25 17:25:00,10 Min. Threshold Intervals,28.54,680.0,0 days 01:05:00,146,172,3.8,26.3,31.3,0,0,74,87,197,92.9,209,176,252,4839,20.0,0 days 01:04:52,0 days 01:05:00,0,0,Tacx
330,Mountain Biking,2020-02-22 12:47:00,Praha - Zone 2 Aerobic,52.37,1386.0,0 days 02:20:10,140,175,4.1,22.4,49.3,524,510,0,0,0,0.0,0,0,0,0,6.0,0 days 02:19:15,0 days 02:24:16,196,388,Rockhopper
331,Indoor Cycling,2020-02-20 18:10:00,5 Min. Strength Intervals,24.37,644.0,0 days 01:00:02,146,176,3.7,24.4,47.9,0,0,68,140,216,103.3,231,181,609,4137,19.0,0 days 00:59:52,0 days 01:00:04,0,0,Tacx
332,Indoor Cycling,2020-02-18 17:43:00,10 Min. Threshold Intervals,30.02,719.0,0 days 01:07:05,151,176,4.0,26.8,32.8,0,0,75,94,202,101.0,209,180,251,5081,16.0,0 days 01:07:01,0 days 01:07:15,0,0,Tacx
333,Mountain Biking,2020-02-16 09:07:00,5. MTB vyjížďka s Decathlonem,81.79,2573.0,0 days 04:21:17,144,184,5.0,18.8,51.8,989,1024,0,0,0,0.0,0,0,0,0,3.0,0 days 04:19:03,0 days 07:20:19,191,458,Rockhopper
334,Indoor Cycling,2020-02-06 17:46:00,5 Min. Strength Intervals,24.51,627.0,0 days 01:00:09,144,178,3.5,24.4,33.0,0,0,69,93,210,97.6,231,176,324,4152,15.0,0 days 01:00:02,0 days 01:00:09,0,0,Tacx
335,Indoor Cycling,2020-02-04 18:51:00,10 Min. Threshold Intervals,29.63,661.0,0 days 01:05:01,146,169,3.4,27.3,33.6,0,0,76,95,189,85.3,195,171,234,4980,16.0,0 days 01:04:54,0 days 01:05:01,0,0,Tacx
336,Mountain Biking,2020-02-01 13:43:00,Prokopské údolí,46.52,1278.0,0 days 02:12:44,143,178,3.7,21.0,44.2,414,424,0,0,0,0.0,0,0,0,0,10.0,0 days 02:12:17,0 days 02:24:40,260,404,Rockhopper
337,Indoor Cycling,2020-01-30 19:18:00,Your Choice: Zone 3 or 5 Intervals,24.4,524.0,0 days 00:58:32,140,164,3.1,25.0,32.9,0,0,69,92,168,60.6,185,151,223,4097,15.0,0 days 00:58:19,0 days 00:58:32,0,0,Tacx
338,Indoor Cycling,2020-01-28 18:06:00,Zone 2 Aerobic,25.47,476.0,0 days 01:01:40,119,136,2.1,24.8,28.7,0,0,68,79,130,38.4,137,129,151,4254,17.0,0 days 01:01:27,0 days 01:01:40,0,0,Tacx
339,Indoor Cycling,2020-01-23 19:22:00,30 Sec. Intervals (30 Times),27.67,626.0,0 days 01:01:12,153,188,4.3,27.1,50.9,0,0,75,136,220,109.3,230,183,426,4529,17.0,0 days 01:01:05,0 days 01:01:12,0,0,Tacx
340,Indoor Cycling,2020-01-21 17:28:00,Zone 5 Intervals (4 Times in 60 Min.),36.1,761.0,0 days 01:23:53,140,182,3.4,25.8,40.3,0,0,72,109,194,116.4,188,154,428,6052,19.0,0 days 01:23:40,0 days 01:24:36,0,0,Tacx
341,Mountain Biking,2020-01-18 12:55:00,Praha - Zone 2 Aerobic,43.09,975.0,0 days 01:49:56,138,159,3.4,23.5,38.5,149,158,0,0,0,0.0,0,0,0,0,0.0,0 days 01:48:52,0 days 01:53:09,172,199,Rockhopper
342,Indoor Cycling,2020-01-16 17:23:00,30 Sec. Intervals (30 Times),28.11,625.0,0 days 01:00:02,149,185,4.0,28.1,47.3,0,0,78,127,218,104.6,226,185,387,4621,15.0,0 days 00:59:58,0 days 01:00:02,0,0,Tacx
343,Indoor Cycling,2020-01-14 17:14:00,Zone 5 Intervals (4 Times),28.18,598.0,0 days 01:05:01,136,180,3.2,26.0,50.9,0,0,72,120,187,83.9,188,156,351,4682,16.0,0 days 01:04:53,0 days 01:05:01,0,0,Tacx
344,Mountain Biking,2020-01-12 13:49:00,Praha - Zone 2 Aerobic,18.14,566.0,0 days 01:00:49,136,178,3.1,17.9,42.2,225,226,0,0,0,0.0,0,0,0,0,2.0,0 days 00:59:14,0 days 01:04:27,172,254,Rockhopper
345,Mountain Biking,2020-01-11 13:00:00,Novoroční šílenství 2020 - Pedal.cz,31.82,128.0,0 days 01:31:09,166,187,5.0,20.9,48.0,300,295,0,0,0,0.0,0,0,0,0,1.0,0 days 01:31:05,0 days 01:31:09,169,333,Rockhopper
346,Indoor Cycling,2020-01-09 17:06:00,30 Sec. Intervals (30 Times),28.55,611.0,0 days 01:01:04,158,194,4.9,28.0,48.6,0,0,77,123,212,100.6,221,178,360,4699,16.0,0 days 01:01:00,0 days 01:01:04,0,0,Tacx
347,Indoor Cycling,2020-01-07 17:31:00,Zone 5 Intervals (4 Times) - new FTP 212,26.04,547.0,0 days 01:02:01,145,194,3.7,25.2,49.1,0,0,69,135,190,86.5,185,150,357,4306,16.0,0 days 01:01:51,0 days 01:02:52,0,0,Tacx
348,Indoor Cycling,2020-01-06 16:49:00,Jízda na kole uvnitř,12.01,227.0,0 days 00:27:44,128,148,2.2,26.0,29.5,0,0,71,82,139,20.5,145,136,165,1990,18.0,0 days 00:27:37,0 days 00:27:44,0,0,Tacx
349,Indoor Cycling,2019-12-20 15:26:00,5 Min. Tempo Intervals,26.28,553.0,0 days 00:57:21,138,159,3.2,27.5,37.4,0,0,75,102,178,69.9,184,163,234,4346,20.0,0 days 00:57:12,0 days 00:57:26,0,0,Tacx
350,Indoor Cycling,2019-12-17 10:49:00,Jízda na kole uvnitř,28.43,554.0,0 days 01:00:04,125,140,2.4,28.4,30.8,0,0,77,84,155,55.7,163,154,184,4677,18.0,0 days 01:00:01,0 days 01:02:13,0,0,Tacx
351,Indoor Cycling,2019-12-05 10:09:00,Zone 2 Aerobic,28.73,577.0,0 days 01:00:02,131,141,2.5,28.7,31.3,0,0,78,87,161,60.3,166,160,175,4720,15.0,0 days 00:59:54,0 days 01:00:02,0,0,Tacx
352,Indoor Cycling,2019-12-04 17:32:00,Your Choice: Zone 3 or 5 Intervals,28.35,625.0,0 days 01:00:01,141,164,3.4,28.3,35.1,0,0,77,95,188,81.5,202,174,236,4662,14.0,0 days 00:59:59,0 days 01:00:01,0,0,Tacx
353,Indoor Cycling,2019-12-02 19:53:00,FTP test - 207 W,20.41,461.0,0 days 00:45:00,138,174,3.2,27.2,32.7,0,0,74,89,189,67.4,211,171,264,3352,15.0,0 days 00:44:59,0 days 00:45:00,0,0,Tacx
354,Indoor Cycling,2019-11-28 18:08:00,Zone 5 Intervals (3 Times),27.2,562.0,0 days 01:02:45,136,183,3.2,26.0,50.6,0,0,71,139,195,101.0,194,152,430,4455,17.0,0 days 01:02:30,0 days 01:02:45,0,0,Tacx
355,Indoor Cycling,2019-11-27 17:15:00,Aerobic with Tempo Intervals,27.46,543.0,0 days 00:58:10,133,162,3.0,28.3,34.4,0,0,77,95,167,68.5,186,157,235,4508,16.0,0 days 00:58:03,0 days 00:59:09,0,0,Tacx
356,Indoor Cycling,2019-11-25 20:06:00,Zone 2 Aerobic,25.31,493.0,0 days 01:00:06,118,126,2.1,25.3,28.2,0,0,68,76,138,48.4,143,137,154,4131,18.0,0 days 01:00:05,0 days 01:00:06,0,0,Tacx
357,Mountain Biking,2019-11-24 12:15:00,Cukrák - Zone 2 Aerobic,43.07,1242.0,0 days 01:52:00,148,175,4.5,23.1,47.3,382,389,0,0,0,0.0,0,0,0,0,3.0,0 days 01:51:02,0 days 01:54:00,186,408,Rockhopper
358,Indoor Cycling,2019-11-21 17:19:00,Long Zone 4 Intervals,29.01,625.0,0 days 01:01:07,141,172,3.6,28.5,34.0,0,0,77,94,188,90.7,218,171,269,4751,17.0,0 days 01:01:02,0 days 01:01:07,0,0,Tacx
359,Indoor Cycling,2019-11-19 17:32:00,Short Zone 5 Intervals,31.81,723.0,0 days 01:06:01,146,184,3.8,28.9,44.8,0,0,79,123,211,123.8,222,185,424,5206,15.0,0 days 01:05:57,0 days 01:06:01,0,0,Tacx
360,Indoor Cycling,2019-11-18 19:49:00,Zone 2 Aerobic,23.21,437.0,0 days 01:00:17,118,128,2.1,23.1,25.9,0,0,63,71,122,37.7,125,121,136,3783,18.0,0 days 00:59:59,0 days 01:00:17,0,0,Tacx
361,Mountain Biking,2019-11-17 13:44:00,Praha - Zone 2 Aerobic,37.89,109.0,0 days 02:03:58,136,179,3.7,18.3,47.8,442,432,0,0,0,0.0,0,0,0,0,7.0,0 days 01:52:51,0 days 02:04:25,194,337,Rockhopper
362,Indoor Cycling,2019-11-15 17:26:00,Aerobic with Tempo Intervals,28.57,552.0,0 days 01:04:22,138,162,3.1,26.6,34.8,0,0,72,94,154,64.6,172,145,221,4661,16.0,0 days 01:04:11,0 days 01:04:22,0,0,Tacx
363,Indoor Cycling,2019-11-13 18:21:00,Short Zone 5 Intervals,27.23,611.0,0 days 01:07:01,142,191,3.7,24.4,49.3,0,0,66,135,200,113.1,192,154,422,4461,16.0,0 days 01:06:58,0 days 01:07:01,0,0,Tacx
364,Indoor Cycling,2019-11-12 17:03:00,Zone 2 Aerobic,26.75,509.0,0 days 01:00:07,124,137,2.3,26.7,28.9,0,0,72,80,142,51.1,145,142,154,4352,17.0,0 days 01:00:04,0 days 01:00:07,0,0,Tacx
365,Indoor Cycling,2019-11-10 17:41:00,cool down,5.14,99.0,0 days 00:10:02,150,170,2.2,30.7,60.0,0,0,83,160,172,12.0,0,165,324,837,21.0,0 days 00:10:00,0 days 00:10:02,0,0,Tacx
366,Indoor Cycling,2019-11-10 17:14:00,FTP test - nespočítalo se,12.05,338.0,0 days 00:25:29,157,183,3.5,28.4,47.1,0,0,78,145,238,60.1,243,224,297,1995,21.0,0 days 00:25:24,0 days 00:25:29,0,0,Tacx
367,Indoor Cycling,2019-11-10 16:51:00,warm up,10.38,200.0,0 days 00:20:02,134,145,2.2,31.1,33.8,0,0,84,92,168,23.4,165,167,182,1679,20.0,0 days 00:20:01,0 days 00:20:02,0,0,Tacx
368,Road Cycling,2019-11-02 14:56:00,Na Zvole,51.37,1214.0,0 days 01:54:29,149,179,4.5,26.9,45.4,340,346,79,110,0,0.0,0,0,0,8355,7.0,0 days 01:54:03,0 days 01:58:15,195,507,Roubaix
369,Mountain Biking,2019-10-27 11:46:00,s Karin Prokopským údolím,41.47,767.0,0 days 02:15:38,110,154,2.0,18.3,50.8,306,324,0,0,0,0.0,0,0,0,0,16.0,0 days 02:14:39,0 days 02:32:27,187,371,Rockhopper
370,Road Cycling,2019-10-26 10:54:00,Karlické údolí,70.09,1583.0,0 days 02:40:11,145,167,4.3,26.3,52.8,603,590,81,115,0,0.0,0,0,0,12023,8.0,0 days 02:39:45,0 days 02:45:22,191,410,Roubaix
371,Road Cycling,2019-10-24 16:42:00,Praha Silniční cyklistika,50.01,1204.0,0 days 01:52:55,147,182,4.3,26.6,48.9,336,355,78,116,0,0.0,0,0,0,8104,7.0,0 days 01:52:12,0 days 01:56:35,170,365,Roubaix
372,Road Cycling,2019-10-22 16:23:00,Praha Silniční cyklistika,42.35,977.0,0 days 01:27:47,146,180,4.2,28.9,46.5,127,133,76,108,0,0.0,0,0,0,6363,11.0,0 days 01:27:20,0 days 01:30:09,193,219,Roubaix
373,Road Cycling,2019-10-18 14:56:00,Praha Silniční cyklistika,57.16,134.0,0 days 02:22:27,143,181,4.3,24.1,60.7,592,606,74,119,0,0.0,0,0,0,9131,14.0,0 days 02:21:11,0 days 02:38:13,194,395,Roubaix
374,Road Cycling,2019-10-17 16:45:00,Cik Cak,49.91,1208.0,0 days 01:56:12,146,181,4.4,25.8,56.4,477,493,77,112,0,0.0,0,0,0,8015,9.0,0 days 01:55:16,0 days 02:04:27,179,373,Roubaix
375,Road Cycling,2019-10-15 17:22:00,Quick 40,42.29,875.0,0 days 01:30:48,142,185,4.2,27.9,48.0,121,143,79,120,0,0.0,0,0,0,6855,8.0,0 days 01:30:08,0 days 01:33:12,218,243,Roubaix
376,Road Cycling,2019-10-13 10:15:00,Svatý Jan - Karlštejn - Řevničák,108.34,2444.0,0 days 04:23:01,146,175,5.0,24.7,66.2,1145,1159,74,116,0,0.0,0,0,0,17504,15.0,0 days 04:22:05,0 days 04:53:19,192,512,Roubaix
377,Road Cycling,2019-10-12 11:08:00,Koloděje - Vestec - Točná,73.85,1694.0,0 days 02:58:49,144,182,4.0,24.8,49.7,608,606,68,110,0,0.0,0,0,0,10786,16.0,0 days 02:58:15,0 days 03:25:14,205,362,Roubaix
378,Road Cycling,2019-09-30 18:13:00,Praha Silniční cyklistika,41.84,915.0,0 days 01:35:28,143,177,3.7,26.3,40.7,148,167,72,103,0,0.0,0,0,0,6450,11.0,0 days 01:34:38,0 days 01:39:42,200,232,Roubaix
379,Road Cycling,2019-09-24 16:43:00,Praha Silniční cyklistika,49.18,1016.0,0 days 01:59:51,135,171,3.3,24.6,55.4,488,484,77,120,0,0.0,0,0,0,8222,13.0,0 days 01:58:45,0 days 02:06:06,193,384,Roubaix
380,Mountain Biking,2019-09-21 10:00:00,Pražská 50 - Pokoř Okoř,48.74,1753.0,0 days 02:07:23,167,184,5.0,23.0,53.4,811,807,0,0,0,0.0,0,0,0,0,10.0,0 days 02:07:21,0 days 02:17:10,220,368,Rockhopper
381,Road Cycling,2019-09-18 16:36:00,Praha Silniční cyklistika,51.7,1158.0,0 days 01:58:57,141,176,3.6,26.1,50.2,440,453,77,115,0,0.0,0,0,0,8591,10.0,0 days 01:58:36,0 days 02:02:54,191,379,Roubaix
382,Mountain Biking,2019-09-15 13:12:00,Praha Horská cyklistika,35.4,1085.0,0 days 01:58:49,0,0,0.0,17.9,40.1,218,220,0,0,0,0.0,0,0,0,0,21.0,0 days 01:57:20,0 days 02:50:09,193,303,Rockhopper
383,Road Cycling,2019-09-13 11:40:00,Koněprusy,115.25,2552.0,0 days 04:56:28,140,173,3.7,23.3,60.9,1442,1468,76,119,0,0.0,0,0,0,19745,18.0,0 days 04:55:55,0 days 05:19:18,191,509,Roubaix
384,Road Cycling,2019-09-12 14:24:00,Praha Silniční cyklistika,74.21,1772.0,0 days 03:08:10,146,190,3.9,23.7,53.1,729,754,72,110,0,0.0,0,0,0,11798,19.0,0 days 03:06:11,0 days 03:27:41,178,329,Roubaix
385,Road Cycling,2019-09-10 17:07:00,Praha Silniční cyklistika,37.26,810.0,0 days 01:26:14,140,177,3.6,25.9,49.5,243,260,74,120,0,0.0,0,0,0,5612,14.0,0 days 01:25:56,0 days 01:29:04,147,304,Roubaix
386,Road Cycling,2019-09-03 16:08:00,Koloděje,49.71,1043.0,0 days 01:58:37,138,178,3.0,25.1,55.5,462,482,71,181,0,0.0,0,0,0,7397,18.0,0 days 01:57:33,0 days 02:17:15,209,319,Roubaix
387,Mountain Biking,2019-08-31 17:32:00,Biotop a zpět,34.0,0.0,0 days 02:00:00,0,0,0.0,17.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0 days 00:00:00,0 days 00:00:00,0,0,Rockhopper
388,Mountain Biking,2019-08-24 14:14:00,MTB Monticolo with Karin,27.8,718.0,0 days 02:30:00,0,0,0.0,11.1,0.0,500,500,0,0,0,0.0,0,0,0,0,0.0,0 days 00:00:00,0 days 02:30:00,0,0,Rockhopper
389,Road Cycling,2019-08-20 10:46:00,Passo Palade e Passo Mendola,81.54,228.0,0 days 03:52:06,144,170,4.5,21.1,63.3,1842,1824,73,108,0,0.0,0,0,0,14509,14.0,0 days 03:51:48,0 days 04:03:48,260,1503,Roubaix
390,Road Cycling,2019-08-19 12:05:00,Andriano Silniční cyklistika,14.31,493.0,0 days 00:42:50,143,182,2.9,20.0,45.2,377,61,76,113,0,0.0,0,0,0,3036,21.0,0 days 00:42:44,0 days 00:44:43,245,565,Roubaix
391,Road Cycling,2019-08-19 11:06:00,Caldaro sulla Strada del Vino Silniční cyklistika,15.11,313.0,0 days 00:33:57,127,162,2.1,26.7,54.0,70,374,68,105,0,0.0,0,0,0,1605,21.0,0 days 00:33:34,0 days 00:45:06,254,576,Roubaix
392,Road Cycling,2019-08-17 07:57:00,Passo Muck - Passo di San Lugano - Frangarto - Passo Mendola,93.62,2839.0,0 days 04:32:51,148,174,4.4,20.6,78.5,2247,2217,73,125,0,0.0,0,0,0,17671,14.0,0 days 04:32:25,0 days 04:39:54,226,1342,Roubaix
393,Mountain Biking,2019-08-15 11:10:00,Caldaro sulla Strada del Vino Horská cyklistika,39.74,929.0,0 days 02:07:32,121,150,2.2,18.7,51.9,421,407,0,0,0,0.0,0,0,0,0,20.0,0 days 02:05:18,0 days 02:18:00,242,594,Rockhopper
394,Road Cycling,2019-08-13 09:27:00,Mendola e Andalo,119.05,3407.0,0 days 05:30:50,151,178,4.6,21.6,73.1,2134,2106,71,105,0,0.0,0,0,0,21164,15.0,0 days 05:30:12,0 days 06:03:23,233,1336,Roubaix
395,Mountain Biking,2019-08-11 12:16:00,Rovensko pod Troskami Horská cyklistika,25.59,679.0,0 days 01:36:06,120,179,2.2,16.0,43.5,358,351,0,0,0,0.0,0,0,0,0,23.0,0 days 01:35:14,0 days 02:00:53,266,389,Rockhopper
396,Road Cycling,2019-08-09 14:20:00,Kotce 2019,105.36,2898.0,0 days 04:06:29,161,182,4.5,25.6,50.1,989,810,74,113,0,0.0,0,0,0,16678,25.0,0 days 04:05:18,0 days 04:25:34,178,393,Roubaix
397,Road Cycling,2019-07-31 11:10:00,Týnec,78.09,1787.0,0 days 02:59:16,149,177,4.0,26.1,55.4,863,884,77,116,0,0.0,0,0,0,12638,17.0,0 days 02:58:49,0 days 03:05:00,186,472,Roubaix
398,Road Cycling,2019-07-29 18:48:00,Prokopské údolí,33.72,769.0,0 days 01:23:25,138,179,3.1,24.3,52.4,313,327,72,100,0,0.0,0,0,0,5285,18.0,0 days 01:23:03,0 days 01:25:48,226,370,Roubaix
399,Road Cycling,2019-07-27 17:23:00,Velkopopovický kozel,75.42,1781.0,0 days 02:48:51,153,179,4.1,26.8,58.8,738,747,75,118,0,0.0,0,0,0,11706,17.0,0 days 02:48:27,0 days 03:00:29,212,502,Roubaix
400,Road Cycling,2019-07-25 05:54:00,2x Zvole,52.34,1278.0,0 days 02:01:16,152,182,4.6,25.9,50.8,462,468,77,109,0,0.0,0,0,0,8310,12.0,0 days 02:00:51,0 days 02:04:10,160,341,Roubaix
401,Road Cycling,2019-07-23 13:15:00,Praha Silniční cyklistika,72.99,1963.0,0 days 03:10:46,152,180,4.4,23.0,56.8,689,683,70,126,0,0.0,0,0,0,12116,25.0,0 days 03:10:24,0 days 03:27:11,195,404,Roubaix
402,Road Cycling,2019-07-22 17:36:00,Točná-Radotín,63.02,1586.0,0 days 02:24:48,154,190,4.6,26.1,51.4,606,613,74,115,0,0.0,0,0,0,9226,24.0,0 days 02:24:16,0 days 02:29:55,169,357,Roubaix
403,Mountain Biking,2019-07-16 17:35:00,Lesopark Uhříněves s Karin,45.07,912.0,0 days 02:38:22,112,164,1.4,17.1,37.2,349,382,0,0,0,0.0,0,0,0,0,16.0,0 days 02:36:28,0 days 03:21:28,181,291,Rockhopper
404,Road Cycling,2019-07-09 18:21:00,Praha Silniční cyklistika,36.15,860.0,0 days 01:24:21,143,192,4.0,25.7,48.4,251,261,76,110,0,0.0,0,0,0,5808,13.0,0 days 01:23:52,0 days 01:27:27,192,350,Roubaix
405,Road Cycling,2019-07-02 15:15:00,Praha Silniční cyklistika,47.57,1232.0,0 days 01:49:39,152,182,4.7,26.0,54.1,455,474,72,166,0,0.0,0,0,0,7015,25.0,0 days 01:49:08,0 days 01:55:15,210,315,Roubaix
406,Road Cycling,2019-06-29 05:14:00,Caldaro sulla Strada del Vino Silniční cyklistika,41.84,1699.0,0 days 01:40:16,0,0,0.0,25.0,58.7,418,414,68,97,0,0.0,0,0,0,6406,16.0,0 days 01:39:57,0 days 01:41:05,225,572,Roubaix
407,Road Cycling,2019-06-28 05:18:00,Caldaro sulla Strada del Vino Silniční cyklistika,40.48,1569.0,0 days 01:31:48,0,0,0.0,26.5,63.1,401,393,74,117,0,0.0,0,0,0,6340,18.0,0 days 01:31:30,0 days 01:32:52,232,571,Roubaix
408,Road Cycling,2019-05-30 15:50:00,Jesolo - Caorle - San Stino di Livenza,91.9,2098.0,0 days 03:05:03,159,180,5.0,29.8,45.4,141,155,78,105,0,0.0,0,0,0,14147,13.0,0 days 03:04:03,0 days 03:13:30,-4,10,Roubaix
409,Road Cycling,2019-05-29 11:41:00,Passo Mendola towards Giro d'Italia,25.08,945.0,0 days 01:18:17,155,182,5.0,19.2,60.4,802,800,71,99,0,0.0,0,0,0,4592,7.0,0 days 01:18:10,0 days 01:25:32,567,136,Roubaix
410,Road Cycling,2019-05-19 10:35:00,Konopiště,102.52,2445.0,0 days 04:20:29,147,183,4.6,23.6,62.1,1382,1379,70,207,0,0.0,0,0,0,16191,17.0,0 days 04:19:30,0 days 04:35:41,214,508,Roubaix
411,Road Cycling,2019-05-18 10:53:00,Křivoklátsko,108.63,2727.0,0 days 04:01:40,157,188,5.0,27.0,57.2,118,1173,75,115,0,0.0,0,0,0,16582,14.0,0 days 04:00:45,0 days 04:12:26,200,478,Roubaix
412,Road Cycling,2019-05-08 10:41:00,Sázava,109.13,3002.0,0 days 04:24:20,153,184,4.3,24.8,57.2,1443,1424,71,152,0,0.0,0,0,0,16945,13.0,0 days 04:23:35,0 days 04:50:28,223,509,Roubaix
413,Road Cycling,2019-05-05 11:53:00,Králův Dvůr s Vávlavem,102.44,2164.0,0 days 04:49:40,127,183,2.1,21.2,42.8,452,489,62,104,0,0.0,0,0,0,16086,6.0,0 days 04:47:35,0 days 05:22:17,187,252,Roubaix
